state_abbr,state_name,census_subregion,census_region,year,population,od_synth_latest_month_count_year,od_synth_latest_month_per100k_year,od_synth_year_sum_count,od_synth_year_sum_per100k,od_synth_year_end_12mo_count,od_synth_year_end_12mo_per100k,od_all_latest_month_count_year,od_all_latest_month_per100k_year,od_all_year_sum_count,od_all_year_sum_per100k,od_all_year_end_12mo_count,od_all_year_end_12mo_per100k,fentanyl_laws_total,fentanyl_laws_possession,fentanyl_laws_distribution_delivery,fentanyl_laws_exposing_others,fentanyl_laws_other,fentanyl_laws_sum_by_type,nflis_reports_year,nflis_unique_substances_year,nflis_unique_bases_year,cnx_recv_shipments_year,cnx_recv_quantity_kg_year,cnx_recv_value_usd_year,cnx_recv_unique_hs6_year,cnx_recv_chem_shipments_year,cnx_recv_chem_quantity_kg_year,cnx_recv_chem_value_usd_year,cnx_recv_chem_unique_chemicals_year,cnx_send_shipments_year,cnx_send_quantity_kg_year,cnx_send_value_usd_year,cnx_send_unique_hs6_year,cnx_send_chem_shipments_year,cnx_send_chem_quantity_kg_year,cnx_send_chem_value_usd_year,cnx_send_chem_unique_chemicals_year
WY,Wyoming,Mountain,West,2025,587618,3.166667,0.538899,12,2.042143,20,3.403572,4.666667,0.794167,36.333333,6.183155,40,6.807143,1,0,0,1,0,1,350,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,Alaska,Pacific,West,2026,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Alabama,East South Central,South,2026,,,,,,,,,,,,,,6,1,4,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,Arkansas,West South Central,South,2026,,,,,,,,,,,,,,9,2,5,1,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZ,Arizona,Mountain,West,2026,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,California,Pacific,West,2026,,,,,,,,,,,,,,5,2,0,0,3,5,0,0,0,8,9770,0,5,0,0,0,0,0,0,0,0,0,0,0,0
CO,Colorado,Mountain,West,2026,,,,,,,,,,,,,,8,3,3,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT,Connecticut,New England,Northeast,2026,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
DE,Delaware,South Atlantic,South,2026,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,Florida,South Atlantic,South,2026,,,,,,,,,,,,,,5,0,3,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,Georgia,South Atlantic,South,2026,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI,Hawaii,Pacific,West,2026,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,Iowa,West North Central,Midwest,2026,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,Idaho,Mountain,West,2026,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,Illinois,East North Central,Midwest,2026,,,,,,,,,,,,,,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,Indiana,East North Central,Midwest,2026,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Kansas,West North Central,Midwest,2026,,,,,,,,,,,,,,4,0,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,Kentucky,East South Central,South,2026,,,,,,,,,,,,,,7,0,6,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA,Louisiana,West South Central,South,2026,,,,,,,,,,,,,,4,1,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MA,Massachusetts,New England,Northeast,2026,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MD,Maryland,South Atlantic,South,2026,,,,,,,,,,,,,,3,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ME,Maine,New England,Northeast,2026,,,,,,,,,,,,,,4,1,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0
MI,Michigan,East North Central,Midwest,2026,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0
MN,Minnesota,West North Central,Midwest,2026,,,,,,,,,,,,,,3,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MO,Missouri,West North Central,Midwest,2026,,,,,,,,,,,,,,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS,Mississippi,East South Central,South,2026,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,Montana,Mountain,West,2026,,,,,,,,,,,,,,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,North Carolina,South Atlantic,South,2026,,,,,,,,,,,,,,2,1,1,0,0,2,0,0,0,1,11440,0,1,1,11440,0,1,0,0,0,0,0,0,0,0
ND,North Dakota,West North Central,Midwest,2026,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,Nebraska,West North Central,Midwest,2026,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NH,New Hampshire,New England,Northeast,2026,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJ,New Jersey,Middle Atlantic,Northeast,2026,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,19890,0,1,0,0,0,0,5,300000,215111.15625,2,0,0,0,0
NM,New Mexico,Mountain,West,2026,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NV,Nevada,Mountain,West,2026,,,,,,,,,,,,,,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY,New York,Middle Atlantic,Northeast,2026,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2,42000,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OH,Ohio,East North Central,Midwest,2026,,,,,,,,,,,,,,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OK,Oklahoma,West South Central,South,2026,,,,,,,,,,,,,,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR,Oregon,Pacific,West,2026,,,,,,,,,,,,,,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA,Pennsylvania,Middle Atlantic,Northeast,2026,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
RI,Rhode Island,New England,Northeast,2026,,,,,,,,,,,,,,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,South Carolina,South Atlantic,South,2026,,,,,,,,,,,,,,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD,South Dakota,West North Central,Midwest,2026,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TN,Tennessee,East South Central,South,2026,,,,,,,,,,,,,,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,Texas,West South Central,South,2026,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,13,1300000,800459.763672,8,0,0,0,0,6,600000,852991.832031,3,0,0,0,0
UT,Utah,Mountain,West,2026,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,Virginia,South Atlantic,South,2026,,,,,,,,,,,,,,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT,Vermont,New England,Northeast,2026,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WA,Washington,Pacific,West,2026,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,2101000,0,1,0,0,0,0,3,300000,131516.296875,1,0,0,0,0
WI,Wisconsin,East North Central,Midwest,2026,,,,,,,,,,,,,,2,1,1,0,0,2,0,0,0,1,550,0,1,0,0,0,0,1,0,0,1,0,0,0,0
WV,West Virginia,South Atlantic,South,2026,,,,,,,,,,,,,,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WY,Wyoming,Mountain,West,2026,,,,,,,,,,,,,,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
