state_abbr,state_name,census_subregion,census_region,year,population,od_synth_latest_month_count_year,od_synth_latest_month_per100k_year,od_synth_year_sum_count,od_synth_year_sum_per100k,od_synth_year_end_12mo_count,od_synth_year_end_12mo_per100k,od_all_latest_month_count_year,od_all_latest_month_per100k_year,od_all_year_sum_count,od_all_year_sum_per100k,od_all_year_end_12mo_count,od_all_year_end_12mo_per100k,fentanyl_laws_total,fentanyl_laws_possession,fentanyl_laws_distribution_delivery,fentanyl_laws_exposing_others,fentanyl_laws_other,fentanyl_laws_sum_by_type,nflis_reports_year,nflis_unique_substances_year,nflis_unique_bases_year,cnx_recv_shipments_year,cnx_recv_quantity_kg_year,cnx_recv_value_usd_year,cnx_recv_unique_hs6_year,cnx_recv_chem_shipments_year,cnx_recv_chem_quantity_kg_year,cnx_recv_chem_value_usd_year,cnx_recv_chem_unique_chemicals_year,cnx_send_shipments_year,cnx_send_quantity_kg_year,cnx_send_value_usd_year,cnx_send_unique_hs6_year,cnx_send_chem_shipments_year,cnx_send_chem_quantity_kg_year,cnx_send_chem_value_usd_year,cnx_send_chem_unique_chemicals_year
ND,North Dakota,West North Central,Midwest,2019,762062,,,,,,,,,,,,,0,0,0,0,0,0,275,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,Nebraska,West North Central,Midwest,2019,1934408,,,,,,,,,,,,,0,0,0,0,0,0,29,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NH,New Hampshire,New England,Northeast,2019,1359711,51.75,3.805956,334,24.564043,334,24.564043,56.5,4.155295,354,26.034944,354,26.034944,1,0,1,0,0,1,1843,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJ,New Jersey,Middle Atlantic,Northeast,2019,8882190,224.416667,2.526592,2213,24.915027,2213,24.915027,240.666667,2.709542,2487,27.999851,2487,27.999851,0,0,0,0,0,0,14940,29,21,11,28640,1440392.023,5,0,0,0,0,3,116275,109940.617375,2,0,0,0,0
NM,New Mexico,Mountain,West,2019,2096829,13.416667,0.639855,156,7.439806,156,7.439806,39.416667,1.879823,405,19.31488,405,19.31488,0,0,0,0,0,0,246,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NV,Nevada,Mountain,West,2019,3080156,15,0.486988,123,3.993304,123,3.993304,30.166667,0.979388,411,13.34348,411,13.34348,2,2,0,0,0,2,92,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY,New York,Middle Atlantic,Northeast,2019,19453561,94.333333,0.484916,1344,6.908761,1344,6.908761,125,0.642556,1700,8.73876,1700,8.73876,0,0,0,0,0,0,2692,22,14,12,674261,675525.130731,6,0,0,0,0,38,918752,391525.832266,4,0,0,0,0
OH,Ohio,East North Central,Midwest,2019,11689100,248.666667,2.127338,3150,26.948182,3150,26.948182,283.75,2.427475,3484,29.805545,3484,29.805545,5,0,5,0,0,5,25770,37,29,7,34540,1060221.304,4,0,0,0,0,0,0,0,0,0,0,0,0
OK,Oklahoma,West South Central,South,2019,3956971,8.666667,0.219023,71.666667,1.81115,70,1.76903,27.583333,0.697082,249,6.292692,249,6.292692,4,0,4,0,0,4,120,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR,Oregon,Pacific,West,2019,4217737,5.75,0.136329,83,1.96788,83,1.96788,37.333333,0.885151,326,7.729263,326,7.729263,4,0,4,0,0,4,233,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA,Pennsylvania,Middle Atlantic,Northeast,2019,12801989,,,,,,,,,,,,,0,0,0,0,0,0,14436,25,20,0,0,0,0,0,0,0,0,47,222590,201771.766983,19,0,0,0,0
RI,Rhode Island,New England,Northeast,2019,1059361,14,1.321551,213,20.10646,213,20.10646,22.333333,2.108189,252,23.787925,252,23.787925,2,0,2,0,0,2,885,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,South Carolina,South Atlantic,South,2019,5148714,61.75,1.199329,575,11.167837,575,11.167837,84.75,1.646042,876,17.013957,876,17.013957,2,1,1,0,0,2,1948,18,14,4,47050,509095.913,4,0,0,0,0,2,20000,30287.68457,1,2,20000,30287.68457,1
SD,South Dakota,West North Central,Midwest,2019,884659,2.916667,0.329694,25.166667,2.844787,25,2.825948,4.416667,0.499251,38,4.29544,38,4.29544,1,0,1,0,0,1,7,1,1,0,0,0,0,0,0,0,0,1,624,15145.119,1,0,0,0,0
TN,Tennessee,East South Central,South,2019,6829174,91.666667,1.34228,1168,17.103093,1168,17.103093,131.666667,1.928003,1566,22.931031,1566,22.931031,2,0,2,0,0,2,2490,15,10,2,6170,119402.893,2,0,0,0,0,3,258372,203115.714,2,0,0,0,0
TX,Texas,West South Central,South,2019,28995881,31.25,0.107774,884,3.048709,375,1.293287,121,0.417301,1934,6.669913,1452,5.007608,0,0,0,0,0,0,522,10,6,879,65214818,49148347.992576,81,30,3000000,1603063.617188,3,59,2369867,16616535.816277,19,0,0,0,0
UT,Utah,Mountain,West,2019,3205958,13.25,0.413293,94.75,2.955435,93,2.900849,29.583333,0.922761,399,12.445578,399,12.445578,0,0,0,0,0,0,72,4,3,2,31,26318.008535,2,0,0,0,0,0,0,0,0,0,0,0,0
VA,Virginia,South Atlantic,South,2019,8535519,96.75,1.133499,970,11.364277,970,11.364277,111.833333,1.310211,1252,14.668118,1252,14.668118,3,3,0,0,0,3,3905,15,11,0,0,0,0,0,0,0,0,5,396084,406047.985,1,0,0,0,0
VT,Vermont,New England,Northeast,2019,623989,9.75,1.562528,88,14.102813,88,14.102813,9.416667,1.509108,102,16.346442,102,16.346442,1,0,1,0,0,1,1155,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WA,Washington,Pacific,West,2019,7614893,42.416667,0.557022,328,4.307349,328,4.307349,73.5,0.965214,815,10.702711,815,10.702711,0,0,0,0,0,0,663,11,7,4,28730,1188168.202,4,0,0,0,0,8,113209,119624.522516,4,1,10000,0,1
WI,Wisconsin,East North Central,Midwest,2019,5822434,49.916667,0.857316,657,11.283941,657,11.283941,83.166667,1.428383,929,15.955527,929,15.955527,2,1,1,0,0,2,662,13,11,18,49,21986.728825,11,0,0,0,0,1,0,2.995069,1,0,0,0,0
WV,West Virginia,South Atlantic,South,2019,1792147,47.666667,2.659752,567,31.63803,567,31.63803,59,3.292141,665,37.106331,665,37.106331,2,0,2,0,0,2,1470,24,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WY,Wyoming,Mountain,West,2019,578759,2.166667,0.374364,8.833333,1.526254,12,2.073402,9.666667,1.67024,45,7.775257,43,7.42969,1,0,0,1,0,1,27,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,Alaska,Pacific,West,2020,733391,6.083333,0.82948,61,8.317528,61,8.317528,13,1.772588,102,13.907997,102,13.907997,0,0,0,0,0,0,59,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Alabama,East South Central,South,2020,5024279,,,,,,,,,,,,,6,1,4,1,0,6,1070,6,4,0,0,0,0,0,0,0,0,12,1200000,242456.179688,1,0,0,0,0
AR,Arkansas,West South Central,South,2020,3011524,,,,,,,,,,,,,9,2,5,1,3,11,452,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZ,Arizona,Mountain,West,2020,7151502,112.916667,1.578922,1519,21.240293,1519,21.240293,127,1.775851,1928,26.959372,1928,26.959372,1,0,1,0,0,1,8253,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,California,Pacific,West,2020,39538223,331.916667,0.839483,4195,10.609986,4195,10.609986,492,1.244365,5707,14.434134,5707,14.434134,5,2,0,0,3,5,6670,25,17,57,503588,945682.787891,23,0,0,0,0,18,2098570,467362.452637,1,0,0,0,0
CO,Colorado,Mountain,West,2020,5773714,46.833333,0.811147,498.333333,8.631071,586,10.149446,69.333333,1.200845,821.333333,14.22539,987,17.094716,8,3,3,0,2,8,729,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT,Connecticut,New England,Northeast,2020,3605944,117.833333,3.267753,1150,31.891788,1150,31.891788,126.166667,3.498853,1258,34.886842,1258,34.886842,0,0,0,0,0,0,490,9,5,3,46220,141368.492,1,0,0,0,0,0,0,0,0,0,0,0,0
DE,Delaware,South Atlantic,South,2020,989948,31,3.131478,367,37.072654,367,37.072654,33.083333,3.341926,411,41.517332,411,41.517332,0,0,0,0,0,0,18,2,2,0,0,0,0,0,0,0,0,1,70.7,2278.5,1,0,0,0,0
FL,Florida,South Atlantic,South,2020,21538187,410.25,1.904756,3992.25,18.535683,4752,22.063138,472.75,2.194939,4581.75,21.272682,5577,25.893544,5,0,3,1,1,5,7071,18,13,2,19330,54299.999,2,0,0,0,0,45,234910,347036.943,22,0,0,0,0
GA,Georgia,South Atlantic,South,2020,10711908,71.416667,0.666704,856,7.991107,856,7.991107,110.333333,1.030006,1259,11.753275,1259,11.753275,1,0,1,0,0,1,745,12,9,13,76951,355320.6808,9,0,0,0,0,13,1300000,443186.390625,1,0,0,0,0
HI,Hawaii,Pacific,West,2020,1455271,,,,,,,9.833333,0.675705,9.833333,0.675705,57,3.916796,0,0,0,0,0,0,25,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,Iowa,West North Central,Midwest,2020,3190369,12.666667,0.397028,124,3.886698,162,5.077783,13.666667,0.428373,156,4.889717,213,6.676344,1,0,1,0,0,1,679,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,Idaho,Mountain,West,2020,1839106,0,0,8.5,0.462181,36,1.957473,0,0,17.833333,0.969674,122,6.633658,1,0,1,0,0,1,151,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,Illinois,East North Central,Midwest,2020,12812508,184.083333,1.436747,2478,19.340476,2478,19.340476,218.25,1.703414,2953,23.04779,2953,23.04779,2,1,1,0,0,2,5318,13,8,0,0,0,0,0,0,0,0,4,217988,120589.984,4,0,0,0,0
IN,Indiana,East North Central,Midwest,2020,6785528,129.666667,1.91093,1600,23.579595,1600,23.579595,155.666667,2.294098,1828,26.939687,1828,26.939687,1,0,1,0,0,1,2162,11,7,1,18140,72625.304,1,0,0,0,0,0,0,0,0,0,0,0,0
KS,Kansas,West North Central,Midwest,2020,2937880,29.666667,1.009798,159,5.412066,159,5.412066,40.25,1.370036,252,8.577614,252,8.577614,4,0,3,0,1,4,372,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,Kentucky,East South Central,South,2020,4505836,170.916667,3.793229,1522,33.778415,1522,33.778415,179.416667,3.981873,1709,37.928589,1709,37.928589,7,0,6,0,1,7,4394,14,10,16,19329,310634.76,8,0,0,0,0,0,0,0,0,0,0,0,0
LA,Louisiana,West South Central,South,2020,4657757,,,,,,,,,,,,,4,1,3,0,0,4,1475,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MA,Massachusetts,New England,Northeast,2020,7029917,177.75,2.528479,1942,27.624793,1942,27.624793,197.083333,2.803494,2059,29.289108,2059,29.289108,1,0,1,0,0,1,6630,15,10,4,17522,143324.936,3,0,0,0,0,0,0,0,0,0,0,0,0
MD,Maryland,South Atlantic,South,2020,6177224,152.083333,2.462001,2335,37.800151,2335,37.800151,174.166667,2.819497,2509,40.61695,2509,40.61695,3,1,2,0,0,3,5633,12,9,0,0,0,0,0,0,0,0,7,1600000,81567.114746,2,0,0,0,0
ME,Maine,New England,Northeast,2020,1362359,37.166667,2.728111,359,26.351351,359,26.351351,42.583333,3.125706,415,30.461868,415,30.461868,4,1,3,0,0,4,607,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,Michigan,East North Central,Midwest,2020,10077331,195.916667,1.944132,195.916667,1.944132,1747,17.335939,221.416667,2.197176,221.416667,2.197176,2026,20.10453,0,0,0,0,0,0,2064,8,4,3,16064,41,3,0,0,0,0,19,200000,61744.529352,7,0,0,0,0
MN,Minnesota,West North Central,Midwest,2020,5706494,,,,,,,,,,,,,3,2,1,0,0,3,1297,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MO,Missouri,West North Central,Midwest,2020,6154913,89.416667,1.452769,1236,20.081519,1236,20.081519,105.083333,1.707308,1411,22.924776,1411,22.924776,2,0,2,0,0,2,4573,12,9,29,16443,169307.066463,23,0,0,0,0,0,0,0,0,0,0,0,0
MS,Mississippi,East South Central,South,2020,2961279,23.833333,0.804832,280,9.455374,280,9.455374,25.25,0.852672,369,12.460832,369,12.460832,1,0,1,0,0,1,531,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,Montana,Mountain,West,2020,1084225,2.5,0.230579,32,2.951417,30,2.766953,7.083333,0.653308,76,7.009615,85,7.839701,2,1,1,0,0,2,48,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,North Carolina,South Atlantic,South,2020,10439388,172.083333,1.648404,2252,21.572146,2252,21.572146,192.583333,1.844776,2602,24.924833,2602,24.924833,2,1,1,0,0,2,4916,18,14,4,34322,93996.28,2,0,0,0,0,1,100000,21280.021484,1,0,0,0,0
ND,North Dakota,West North Central,Midwest,2020,779094,,,,,,,,,,,,,0,0,0,0,0,0,352,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,Nebraska,West North Central,Midwest,2020,1961504,,,,,,,,,,,,,0,0,0,0,0,0,128,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NH,New Hampshire,New England,Northeast,2020,1377529,42.75,3.103383,324,23.520376,324,23.520376,45.5,3.303016,347,25.190032,347,25.190032,1,0,1,0,0,1,1593,10,7,0,0,0,0,0,0,0,0,1,1000000,33159.613281,1,0,0,0,0
NJ,New Jersey,Middle Atlantic,Northeast,2020,9288994,166.416667,1.791547,2324,25.018856,2324,25.018856,187.666667,2.020312,2532,27.258065,2532,27.258065,0,0,0,0,0,0,13696,35,27,36,220328,1616373.183,17,0,0,0,0,0,0,0,0,0,0,0,0
NM,New Mexico,Mountain,West,2020,2117522,31.416667,1.483652,315,14.875879,315,14.875879,50.416667,2.380928,532,25.123706,532,25.123706,0,0,0,0,0,0,395,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NV,Nevada,Mountain,West,2020,3104614,30,0.966304,300,9.663037,300,9.663037,52.166667,1.680295,597,19.229444,597,19.229444,2,2,0,0,0,2,175,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY,New York,Middle Atlantic,Northeast,2020,20201249,162.333333,0.803581,2142,10.603305,2142,10.603305,188,0.930636,2451,12.132913,2451,12.132913,0,0,0,0,0,0,3844,21,15,3,26800,15491.07,2,0,0,0,0,19,355847,184708.006,1,0,0,0,0
OH,Ohio,East North Central,Midwest,2020,11799448,323.666667,2.743066,4126,34.967737,4126,34.967737,365.75,3.099721,4397,37.264455,4397,37.264455,5,0,5,0,0,5,25158,37,29,16,46772,483051.485,9,0,0,0,0,2,1878,19343.527,2,0,0,0,0
OK,Oklahoma,West South Central,South,2020,3959353,19.666667,0.496714,139.333333,3.519093,138,3.485418,38.583333,0.974486,305,7.703279,305,7.703279,4,0,4,0,0,4,193,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR,Oregon,Pacific,West,2020,4237256,24.75,0.584104,239,5.640443,239,5.640443,45.333333,1.069875,495,11.682089,495,11.682089,4,0,4,0,0,4,420,7,4,5,72002,132227,2,0,0,0,0,0,0,0,0,0,0,0,0
PA,Pennsylvania,Middle Atlantic,Northeast,2020,13002700,,,,,,,,,,,,,0,0,0,0,0,0,10724,30,23,1,2030,23255.274,1,0,0,0,0,27,32031,115016.054593,21,0,0,0,0
RI,Rhode Island,New England,Northeast,2020,1097379,20,1.822524,291,26.51773,291,26.51773,28.333333,2.58191,330,30.071653,330,30.071653,2,0,2,0,0,2,653,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,South Carolina,South Atlantic,South,2020,5118425,102.75,2.007453,1133,22.135716,1133,22.135716,121.75,2.378661,1396,27.274015,1396,27.274015,2,1,1,0,0,2,2020,17,15,0,0,0,0,0,0,0,0,108,10326432,2260688.177734,26,8,350000,65534.865234,2
SD,South Dakota,West North Central,Midwest,2020,886667,3.916667,0.441729,26.083333,2.941728,25,2.819548,6.416667,0.723684,36,4.060149,36,4.060149,1,0,1,0,0,1,6,3,2,0,0,0,0,0,0,0,0,1,0,146.15733,1,0,0,0,0
TN,Tennessee,East South Central,South,2020,6910840,152.666667,2.20909,2129,30.806675,2129,30.806675,179.666667,2.59978,2442,35.335791,2442,35.335791,2,0,2,0,0,2,4839,18,13,4,13740,284515.814,3,0,0,0,0,7,660254,250082.895781,3,0,0,0,0
TX,Texas,West South Central,South,2020,29145505,102.25,0.350826,1012,3.472234,1012,3.472234,197,0.675919,2095,7.188072,2095,7.188072,0,0,0,0,0,0,1095,14,9,678,37439510,41096374.305965,69,16,1600000,925073,2,632,24016039,18086126.788608,127,0,0,0,0
UT,Utah,Mountain,West,2020,3271616,15.25,0.46613,154,4.707154,154,4.707154,29.583333,0.904242,443,13.540709,443,13.540709,0,0,0,0,0,0,54,3,2,4,63,27200,3,0,0,0,0,0,0,0,0,0,0,0,0
VA,Virginia,South Atlantic,South,2020,8631393,138.75,1.607504,1640,19.000409,1640,19.000409,152.833333,1.770668,1863,21.584002,1863,21.584002,3,3,0,0,0,3,5981,16,12,0,0,0,0,0,0,0,0,3,240657,241081.967,1,0,0,0,0
VT,Vermont,New England,Northeast,2020,643077,17.75,2.760167,133,20.681816,133,20.681816,18.416667,2.863835,154,23.947366,154,23.947366,1,0,1,0,0,1,1430,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WA,Washington,Pacific,West,2020,7705281,61.416667,0.797072,661,8.578532,661,8.578532,108.5,1.408125,1188,15.417997,1188,15.417997,0,0,0,0,0,0,1302,9,7,20,1017076,1806248.22875,6,0,0,0,0,51,262893.4,387160.359287,29,2,20000,12291.918945,1
WI,Wisconsin,East North Central,Midwest,2020,5893718,81.916667,1.389898,1076,18.256727,1076,18.256727,104.166667,1.767419,1257,21.327793,1257,21.327793,2,1,1,0,0,2,956,9,5,48,101279,680268.627494,36,0,0,0,0,0,0,0,0,0,0,0,0
WV,West Virginia,South Atlantic,South,2020,1793716,91.666667,5.110434,1052,58.649195,1052,58.649195,102,5.686519,1137,63.387961,1137,63.387961,2,0,2,0,0,2,1799,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WY,Wyoming,Mountain,West,2020,576851,1.166667,0.202247,13.166667,2.282507,28,4.85394,6.666667,1.1557,60.333333,10.459084,60,10.401299,1,0,0,1,0,1,43,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,Alaska,Pacific,West,2021,732673,5.083333,0.693807,150,20.47298,150,20.47298,8,1.091892,198,27.024334,198,27.024334,0,0,0,0,0,0,154,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Alabama,East South Central,South,2021,5039877,,,,,,,,,,,,,6,1,4,1,0,6,1438,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,Arkansas,West South Central,South,2021,3025891,19.333333,0.63893,43.666667,1.443101,269,8.889943,31.916667,1.054786,61.833333,2.043475,338,11.170264,9,2,5,1,3,11,931,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZ,Arizona,Mountain,West,2021,7276316,150.916667,2.074081,1792,24.627847,1792,24.627847,174,2.39132,2034,27.953706,2034,27.953706,1,0,1,0,0,1,13969,11,7,7,276,1985.25,2,0,0,0,0,0,0,0,0,0,0,0,0
CA,California,Pacific,West,2021,39237836,456.916667,1.16448,6411,16.338822,6411,16.338822,559,1.424645,7538,19.211049,7538,19.211049,5,2,0,0,3,5,11233,43,32,85,6093130,2436758.638875,21,0,0,0,0,19,2166636,372122.800547,3,0,0,0,0
CO,Colorado,Mountain,West,2021,5812069,79.833333,1.373579,818.333333,14.079897,987,16.981904,88.333333,1.519826,1068.333333,18.381291,1300,22.36725,8,3,3,0,2,8,2241,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT,Connecticut,New England,Northeast,2021,3605597,108.833333,3.018455,1303,36.138259,1303,36.138259,118.166667,3.277312,1411,39.133603,1411,39.133603,0,0,0,0,0,0,780,16,10,2,20263,59532.985,2,0,0,0,0,0,0,0,0,0,0,0,0
DE,Delaware,South Atlantic,South,2021,1003384,52,5.182463,409,40.762061,409,40.762061,58.083333,5.788744,447,44.549245,447,44.549245,0,0,0,0,0,0,48,3,3,3,17100,106245.89,3,0,0,0,0,1,20,1830.348,1,0,0,0,0
FL,Florida,South Atlantic,South,2021,21781128,403.25,1.851373,3959,18.176285,5445,24.998705,439.75,2.01895,4365,20.040284,6052,27.785521,5,0,3,1,1,5,9337,20,12,0,0,0,0,0,0,0,0,4,0,28947.535,4,0,0,0,0
GA,Georgia,South Atlantic,South,2021,10799566,142.416667,1.318726,1379,12.769032,1379,12.769032,183.333333,1.697599,1734,16.056201,1734,16.056201,1,0,1,0,0,1,1615,14,10,12,233160,768572.36,5,0,0,0,0,14,1400000,641635.730469,1,0,0,0,0
HI,Hawaii,Pacific,West,2021,1441553,,,,,,,8.833333,0.612765,8.833333,0.612765,76,5.272092,0,0,0,0,0,0,195,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,Iowa,West North Central,Midwest,2021,3193079,29.666667,0.929093,153,4.791613,213,6.670677,33.666667,1.054364,188,5.887734,258,8.079975,1,0,1,0,0,1,815,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,Idaho,Mountain,West,2021,1900923,12.5,0.657575,84,4.418906,150,7.890904,18.833333,0.990747,154.166667,8.110095,226,11.888961,1,0,1,0,0,1,1087,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,Illinois,East North Central,Midwest,2021,12671469,232.083333,1.831542,2758,21.765432,2758,21.765432,273.25,2.156419,3102,24.480192,3102,24.480192,2,1,1,0,0,2,6381,12,8,1,114,1000,1,0,0,0,0,0,0,0,0,0,0,0,0
IN,Indiana,East North Central,Midwest,2021,6805985,150.666667,2.213738,1985,29.165507,1985,29.165507,168.666667,2.478211,2181,32.045325,2181,32.045325,1,0,1,0,0,1,3387,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Kansas,West North Central,Midwest,2021,2934582,24.666667,0.840551,344,11.722283,344,11.722283,32.25,1.098964,432,14.721006,432,14.721006,4,0,3,0,1,4,1513,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,Kentucky,East South Central,South,2021,4509394,162.916667,3.612828,1731,38.386533,1731,38.386533,162.416667,3.60174,1912,42.400376,1912,42.400376,7,0,6,0,1,7,5799,14,12,8,20382,109285.914,7,0,0,0,0,0,0,0,0,0,0,0,0
LA,Louisiana,West South Central,South,2021,4624047,,,,,,,,,,,,,4,1,3,0,0,4,3000,14,11,5,105800,203885.064,2,0,0,0,0,0,0,0,0,0,0,0,0
MA,Massachusetts,New England,Northeast,2021,6984723,202.75,2.902764,2150,30.781464,2150,30.781464,218.083333,3.12229,2238,32.041357,2238,32.041357,1,0,1,0,0,1,8894,16,12,6,18950,212176.3245,4,0,0,0,0,0,0,0,0,0,0,0,0
MD,Maryland,South Atlantic,South,2021,6165129,157.083333,2.547933,2297,37.257939,2297,37.257939,174.166667,2.825029,2457,39.853181,2457,39.853181,3,1,2,0,0,3,4484,12,8,3,41010,183910.453,2,0,0,0,0,0,0,0,0,0,0,0,0
ME,Maine,New England,Northeast,2021,1372247,45.166667,3.291439,501,36.509462,501,36.509462,53.583333,3.904788,552,40.225994,552,40.225994,4,1,3,0,0,4,739,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,Michigan,East North Central,Midwest,2021,10050811,188.916667,1.879616,188.916667,1.879616,2102,20.913735,205.416667,2.043782,205.416667,2.043782,2349,23.371248,0,0,0,0,0,0,1058,9,5,0,0,0,0,0,0,0,0,2,200000,100896.121094,1,0,0,0,0
MN,Minnesota,West North Central,Midwest,2021,5707390,72.333333,1.267363,778,13.63145,868,15.208353,80.333333,1.407532,891,15.611339,964,16.890382,3,2,1,0,0,3,2514,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MO,Missouri,West North Central,Midwest,2021,6168187,113.416667,1.838736,1477,23.945448,1477,23.945448,128.083333,2.076515,1614,26.166522,1614,26.166522,2,0,2,0,0,2,6231,15,10,1,2,2116.231508,1,0,0,0,0,0,0,0,0,0,0,0,0
MS,Mississippi,East South Central,South,2021,2949965,36.833333,1.248602,453,15.356114,453,15.356114,38.25,1.296626,531,18.000214,531,18.000214,1,0,1,0,0,1,1034,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,Montana,Mountain,West,2021,1104271,12.5,1.131969,64,5.795679,64,5.795679,13.083333,1.184794,108,9.780208,108,9.780208,2,1,1,0,0,2,319,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,North Carolina,South Atlantic,South,2021,10551162,277.083333,2.626093,3008,28.508708,3008,28.508708,298.583333,2.829862,3285,31.134012,3285,31.134012,2,1,1,0,0,2,5015,27,21,7,75120,219238.796,3,0,0,0,0,2,200000,173700.234375,1,0,0,0,0
ND,North Dakota,West North Central,Midwest,2021,774948,,,,,,,,,,,,,0,0,0,0,0,0,575,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,Nebraska,West North Central,Midwest,2021,1963692,7.666667,0.390421,98,4.990599,92,4.685052,9.666667,0.49227,115,5.856316,116,5.90724,0,0,0,0,0,0,306,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NH,New Hampshire,New England,Northeast,2021,1388992,52.75,3.797718,345,24.838156,345,24.838156,58.5,4.211687,377,27.141985,377,27.141985,1,0,1,0,0,1,2447,11,8,1,1090,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NJ,New Jersey,Middle Atlantic,Northeast,2021,9267130,183.416667,1.979218,2466,26.61018,2466,26.61018,191.666667,2.068242,2638,28.466203,2638,28.466203,0,0,0,0,0,0,17218,33,24,76,1568404,6437159.300335,28,0,0,0,0,3,110000,42008.841594,2,0,0,0,0
NM,New Mexico,Mountain,West,2021,2115877,46.416667,2.193732,595,28.120727,595,28.120727,62.416667,2.949919,746,35.257248,746,35.257248,0,0,0,0,0,0,1934,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NV,Nevada,Mountain,West,2021,3143991,28,0.890588,364,11.577641,364,11.577641,42.166667,1.341183,622,19.783772,622,19.783772,2,2,0,0,0,2,342,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY,New York,Middle Atlantic,Northeast,2021,19835913,199.333333,1.004911,2432,12.26059,2432,12.26059,226,1.139348,2678,13.500765,2678,13.500765,0,0,0,0,0,0,4997,26,19,34,1059421,1623430.37985,11,0,0,0,0,9,149699.521237,73139.263,2,0,0,0,0
OH,Ohio,East North Central,Midwest,2021,11780017,296.666667,2.518389,4209,35.729999,4209,35.729999,325.75,2.765276,4479,38.022016,4479,38.022016,5,0,5,0,0,5,30700,35,29,2,2620,26222.532,2,0,0,0,0,6,11508,45896.081,6,0,0,0,0
OK,Oklahoma,West South Central,South,2021,3986639,43.666667,1.095325,318,7.976644,318,7.976644,56.583333,1.419324,444,11.137201,444,11.137201,4,0,4,0,0,4,723,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
