fiscal_year_label,fiscal_year,fiscal_year_is_partial,month_abbr,month_num,calendar_year,calendar_month_label,calendar_month_start,component,region,land_filter,branch,branch_type,drug_type,count_of_event,sum_qty_lbs,source_file
2024,2024,false,APR,4,2024,2024-04,2024-04-01,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Marine Branch,Fentanyl,1,0.01,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,APR,4,2024,2024-04,2024-04-01,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Marine Branch,Fentanyl,1,0.23,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,APR,4,2024,2024-04,2024-04-01,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Air Branch,Fentanyl,6,110.33,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,MAY,5,2024,2024-05,2024-05-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,6,34.43,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,MAY,5,2024,2024-05,2024-05-01,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Air Branch,Fentanyl,6,3.83,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,MAY,5,2024,2024-05,2024-05-01,Air and Marine Operations,Northern Border,Land,NASOC - Grand Forks,NASOC,Fentanyl,1,2.2,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,MAY,5,2024,2024-05,2024-05-01,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Marine Branch,Fentanyl,1,0.06,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,MAY,5,2024,2024-05,2024-05-01,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Air Branch,Fentanyl,4,0.01,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,MAY,5,2024,2024-05,2024-05-01,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Air Branch,Fentanyl,1,1.85,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,JUN,6,2024,2024-06,2024-06-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,8,25.250000000000004,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,JUN,6,2024,2024-06,2024-06-01,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,7,0.68,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,JUN,6,2024,2024-06,2024-06-01,Air and Marine Operations,Northern Border,Land,Manassas Air Branch,Air Branch,Fentanyl,1,0.22,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,JUN,6,2024,2024-06,2024-06-01,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Air Branch,Fentanyl,3,0.5,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,JUN,6,2024,2024-06,2024-06-01,Air and Marine Operations,Northern Border,Land,NASOC - Grand Forks,NASOC,Fentanyl,1,0.01,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,JUN,6,2024,2024-06,2024-06-01,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Marine Branch,Fentanyl,1,1.19,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,JUL,7,2024,2024-07,2024-07-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,5,7.14,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,JUL,7,2024,2024-07,2024-07-01,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Other,Fentanyl,3,14.08,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,JUL,7,2024,2024-07,2024-07-01,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marine Branch,Fentanyl,7,4.1,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,JUL,7,2024,2024-07,2024-07-01,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Air Branch,Fentanyl,1,0.21,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,JUL,7,2024,2024-07,2024-07-01,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Marine Branch,Fentanyl,1,0.33,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,JUL,7,2024,2024-07,2024-07-01,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Air Branch,Fentanyl,2,4.37,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,AUG,8,2024,2024-08,2024-08-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,8,3.65,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,AUG,8,2024,2024-08,2024-08-01,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,1,4.41,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,AUG,8,2024,2024-08,2024-08-01,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Other,Fentanyl,2,3.86,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,AUG,8,2024,2024-08,2024-08-01,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Air Branch,Fentanyl,1,0.18,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,AUG,8,2024,2024-08,2024-08-01,Air and Marine Operations,Southwest Border,Land,NASOC - Sierra Vista,NASOC,Fentanyl,1,0.01,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,AUG,8,2024,2024-08,2024-08-01,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Marine Branch,Fentanyl,2,0.28,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,AUG,8,2024,2024-08,2024-08-01,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Marine Branch,Fentanyl,1,0.95,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,AUG,8,2024,2024-08,2024-08-01,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Air Branch,Fentanyl,4,10.76,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,SEP,9,2024,2024-09,2024-09-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,8,4.5,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,SEP,9,2024,2024-09,2024-09-01,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,2,0.58,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,SEP,9,2024,2024-09,2024-09-01,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Other,Fentanyl,5,91.76,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,SEP,9,2024,2024-09,2024-09-01,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Air Branch,Fentanyl,1,1.55,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,SEP,9,2024,2024-09,2024-09-01,Air and Marine Operations,Northern Border,Land,NASOC - Grand Forks,NASOC,Fentanyl,5,0.15,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,SEP,9,2024,2024-09,2024-09-01,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Marine Branch,Fentanyl,1,0.0,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,SEP,9,2024,2024-09,2024-09-01,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Marine Branch,Fentanyl,1,1.15,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,SEP,9,2024,2024-09,2024-09-01,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Air Branch,Fentanyl,3,42.44,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,OCT,10,2024,2024-10,2024-10-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,1,0.25,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,OCT,10,2024,2024-10,2024-10-01,Air and Marine Operations,Southwest Border,Land,El Paso Air Branch,Air Branch,Fentanyl,1,30.87,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,OCT,10,2024,2024-10,2024-10-01,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,3,2.58,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,OCT,10,2024,2024-10,2024-10-01,Air and Marine Operations,Coastal/Interior,Other,Ground Tactical Air Controller,Other,Fentanyl,9,14.07,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,OCT,10,2024,2024-10,2024-10-01,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Air Branch,Fentanyl,1,2.11,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,OCT,10,2024,2024-10,2024-10-01,Air and Marine Operations,Southwest Border,Land,NASOC - Sierra Vista,NASOC,Fentanyl,2,2.23,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,OCT,10,2024,2024-10,2024-10-01,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Marine Branch,Fentanyl,5,85.75999999999999,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,NOV,11,2024,2024-11,2024-11-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,2,5.49,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,NOV,11,2024,2024-11,2024-11-01,Air and Marine Operations,Coastal/Interior,Other,Ground Tactical Air Controller,Other,Fentanyl,3,61.34,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,NOV,11,2024,2024-11,2024-11-01,Air and Marine Operations,Northern Border,Land,Manassas Air Branch,Air Branch,Fentanyl,2,0.0,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,NOV,11,2024,2024-11,2024-11-01,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Air Branch,Fentanyl,2,0.15,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,NOV,11,2024,2024-11,2024-11-01,Air and Marine Operations,Southwest Border,Land,NASOC - Sierra Vista,NASOC,Fentanyl,1,3.24,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,NOV,11,2024,2024-11,2024-11-01,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Marine Branch,Fentanyl,1,1.12,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,NOV,11,2024,2024-11,2024-11-01,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Air Branch,Fentanyl,2,34.27,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,NOV,11,2024,2024-11,2024-11-01,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Air Branch,Fentanyl,1,4.41,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,DEC,12,2024,2024-12,2024-12-01,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,1,0.35,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,DEC,12,2024,2024-12,2024-12-01,Air and Marine Operations,Coastal/Interior,Other,Ground Tactical Air Controller,Other,Fentanyl,7,122.92,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,DEC,12,2024,2024-12,2024-12-01,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marine Branch,Fentanyl,7,0.29,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,DEC,12,2024,2024-12,2024-12-01,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Air Branch,Fentanyl,1,0.44,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,DEC,12,2024,2024-12,2024-12-01,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Marine Branch,Fentanyl,1,0.23,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,DEC,12,2024,2024-12,2024-12-01,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Air Branch,Fentanyl,3,5.26,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,JAN,1,2025,2025-01,2025-01-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,6,14.97,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,JAN,1,2025,2025-01,2025-01-01,Air and Marine Operations,Coastal/Interior,Other,Ground Tactical Air Controller,Other,Fentanyl,7,57.36000000000001,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,JAN,1,2025,2025-01,2025-01-01,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Air Branch,Fentanyl,1,0.66,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,JAN,1,2025,2025-01,2025-01-01,Air and Marine Operations,Coastal/Interior,Other,Miami Air And Marine Branch,Marine Branch,Fentanyl,1,0.0,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,JAN,1,2025,2025-01,2025-01-01,Air and Marine Operations,Southwest Border,Land,NASOC - Sierra Vista,NASOC,Fentanyl,1,2.21,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,JAN,1,2025,2025-01,2025-01-01,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Air Branch,Fentanyl,3,30.23,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,FEB,2,2025,2025-02,2025-02-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,7,7.369999999999999,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,FEB,2,2025,2025-02,2025-02-01,Air and Marine Operations,Coastal/Interior,Other,Ground Tactical Air Controller,Other,Fentanyl,5,11.52,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,FEB,2,2025,2025-02,2025-02-01,Air and Marine Operations,Northern Border,Land,Manassas Air Branch,Air Branch,Fentanyl,4,0.03,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,FEB,2,2025,2025-02,2025-02-01,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Air Branch,Fentanyl,2,3.45,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,FEB,2,2025,2025-02,2025-02-01,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Marine Branch,Fentanyl,4,0.4599999999999999,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,FEB,2,2025,2025-02,2025-02-01,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Marine Branch,Fentanyl,1,2.2,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,FEB,2,2025,2025-02,2025-02-01,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Air Branch,Fentanyl,3,4.98,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,MAR,3,2025,2025-03,2025-03-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,4,1.96,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,MAR,3,2025,2025-03,2025-03-01,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,1,1.15,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,MAR,3,2025,2025-03,2025-03-01,Air and Marine Operations,Coastal/Interior,Other,Ground Tactical Air Controller,Other,Fentanyl,3,13.33,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,MAR,3,2025,2025-03,2025-03-01,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Air Branch,Fentanyl,1,0.0,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,MAR,3,2025,2025-03,2025-03-01,Air and Marine Operations,Northern Border,Land,NASOC - Grand Forks,NASOC,Fentanyl,1,0.02,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,MAR,3,2025,2025-03,2025-03-01,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Marine Branch,Fentanyl,3,0.13,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,MAR,3,2025,2025-03,2025-03-01,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Air Branch,Fentanyl,7,11.86,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,MAR,3,2025,2025-03,2025-03-01,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Air Branch,Fentanyl,2,7.15,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,APR,4,2025,2025-04,2025-04-01,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Center,Fentanyl,3,48.28,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,APR,4,2025,2025-04,2025-04-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,2,12.62,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,APR,4,2025,2025-04,2025-04-01,Air and Marine Operations,Southwest Border,Land,El Paso Air Branch,Air Branch,Fentanyl,4,2.0,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,APR,4,2025,2025-04,2025-04-01,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,1,0.78,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,APR,4,2025,2025-04,2025-04-01,Air and Marine Operations,Coastal/Interior,Other,Ground Tactical Air Controller,Other,Fentanyl,3,0.15,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,APR,4,2025,2025-04,2025-04-01,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marine Branch,Fentanyl,4,6.92,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,APR,4,2025,2025-04,2025-04-01,Air and Marine Operations,Northern Border,Land,Manassas Air Branch,Air Branch,Fentanyl,1,0.05,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,APR,4,2025,2025-04,2025-04-01,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Marine Branch,Fentanyl,8,6.609999999999999,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,APR,4,2025,2025-04,2025-04-01,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Marine Branch,Fentanyl,2,19.18,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,APR,4,2025,2025-04,2025-04-01,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Air Branch,Fentanyl,5,15.69,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,APR,4,2025,2025-04,2025-04-01,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Air Branch,Fentanyl,1,1.06,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,MAY,5,2025,2025-05,2025-05-01,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Center,Fentanyl,2,28.66,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,MAY,5,2025,2025-05,2025-05-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,4,18.61,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,MAY,5,2025,2025-05,2025-05-01,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marine Branch,Fentanyl,1,0.87,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,MAY,5,2025,2025-05,2025-05-01,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Air Branch,Fentanyl,4,54.17,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,MAY,5,2025,2025-05,2025-05-01,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Air Branch,Fentanyl,2,7.279999999999999,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,JUN,6,2025,2025-06,2025-06-01,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Center,Fentanyl,1,14.33,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,JUN,6,2025,2025-06,2025-06-01,Air and Marine Operations,Coastal/Interior,Other,Ground Tactical Air Controller,Other,Fentanyl,3,0.33,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,JUN,6,2025,2025-06,2025-06-01,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Marine Branch,Fentanyl,2,3.3600000000000003,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,JUN,6,2025,2025-06,2025-06-01,Air and Marine Operations,Northern Border,Land,NASOC - Grand Forks,NASOC,Fentanyl,1,0.04,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,JUN,6,2025,2025-06,2025-06-01,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Marine Branch,Fentanyl,3,14.63,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,JUL,7,2025,2025-07,2025-07-01,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Center,Fentanyl,1,0.55,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,JUL,7,2025,2025-07,2025-07-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,11,3.93,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,JUL,7,2025,2025-07,2025-07-01,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,2,0.41,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,JUL,7,2025,2025-07,2025-07-01,Air and Marine Operations,Coastal/Interior,Other,Ground Tactical Air Controller,Other,Fentanyl,3,26.91,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,JUL,7,2025,2025-07,2025-07-01,Air and Marine Operations,Northern Border,Land,Manassas Air Branch,Air Branch,Fentanyl,1,0.22,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,JUL,7,2025,2025-07,2025-07-01,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Air Branch,Fentanyl,1,0.25,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,JUL,7,2025,2025-07,2025-07-01,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Marine Branch,Fentanyl,1,31.77,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,JUL,7,2025,2025-07,2025-07-01,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Air Branch,Fentanyl,6,12.91,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,AUG,8,2025,2025-08,2025-08-01,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Center,Fentanyl,1,0.01,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,AUG,8,2025,2025-08,2025-08-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,5,7.59,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,AUG,8,2025,2025-08,2025-08-01,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,2,0.33,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,AUG,8,2025,2025-08,2025-08-01,Air and Marine Operations,Coastal/Interior,Other,Ground Tactical Air Controller,Other,Fentanyl,2,3.71,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,AUG,8,2025,2025-08,2025-08-01,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marine Branch,Fentanyl,1,0.25,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,AUG,8,2025,2025-08,2025-08-01,Air and Marine Operations,Northern Border,Land,Manassas Air Branch,Air Branch,Fentanyl,2,0.53,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,AUG,8,2025,2025-08,2025-08-01,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Marine Branch,Fentanyl,4,3.54,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,AUG,8,2025,2025-08,2025-08-01,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Marine Branch,Fentanyl,1,0.0,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,AUG,8,2025,2025-08,2025-08-01,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Air Branch,Fentanyl,1,27.78,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,SEP,9,2025,2025-09,2025-09-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,4,0.16,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,SEP,9,2025,2025-09,2025-09-01,Air and Marine Operations,Coastal/Interior,Other,Ground Tactical Air Controller,Other,Fentanyl,1,0.02,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,SEP,9,2025,2025-09,2025-09-01,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Marine Branch,Fentanyl,1,14.33,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,SEP,9,2025,2025-09,2025-09-01,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Air Branch,Fentanyl,1,2.2,amo-drug-seizures-fy23-fy26-dec.csv
2025,2025,false,SEP,9,2025,2025-09,2025-09-01,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Air Branch,Fentanyl,2,2.98,amo-drug-seizures-fy23-fy26-dec.csv
2026 (FYTD),2026,true,OCT,10,2025,2025-10,2025-10-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,3,4.890000000000001,amo-drug-seizures-fy23-fy26-dec.csv
2026 (FYTD),2026,true,OCT,10,2025,2025-10,2025-10-01,Air and Marine Operations,Southwest Border,Land,El Paso Air Branch,Air Branch,Fentanyl,3,2.1500000000000004,amo-drug-seizures-fy23-fy26-dec.csv
2026 (FYTD),2026,true,OCT,10,2025,2025-10,2025-10-01,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,4,1.01,amo-drug-seizures-fy23-fy26-dec.csv
2026 (FYTD),2026,true,OCT,10,2025,2025-10,2025-10-01,Air and Marine Operations,Coastal/Interior,Other,Ground Tactical Air Controller,Other,Fentanyl,2,0.04,amo-drug-seizures-fy23-fy26-dec.csv
2026 (FYTD),2026,true,OCT,10,2025,2025-10,2025-10-01,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Marine Branch,Fentanyl,1,12.13,amo-drug-seizures-fy23-fy26-dec.csv
2026 (FYTD),2026,true,OCT,10,2025,2025-10,2025-10-01,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Air Branch,Fentanyl,6,4.65,amo-drug-seizures-fy23-fy26-dec.csv
2026 (FYTD),2026,true,OCT,10,2025,2025-10,2025-10-01,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Air Branch,Fentanyl,1,4.41,amo-drug-seizures-fy23-fy26-dec.csv
2026 (FYTD),2026,true,NOV,11,2025,2025-11,2025-11-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,3,1.09,amo-drug-seizures-fy23-fy26-dec.csv
2026 (FYTD),2026,true,NOV,11,2025,2025-11,2025-11-01,Air and Marine Operations,Southwest Border,Land,El Paso Air Branch,Air Branch,Fentanyl,2,2.44,amo-drug-seizures-fy23-fy26-dec.csv
2026 (FYTD),2026,true,NOV,11,2025,2025-11,2025-11-01,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,2,11.35,amo-drug-seizures-fy23-fy26-dec.csv
