state_abbr,state_name,year,population,source_dataset,source_url,source_note
WV,West Virginia,2023,1770071,ACS 1-year B01003_001E,"https://api.census.gov/data/2023/acs/acs1?get=NAME,B01003_001E&for=state:*",Annual estimate
WV,West Virginia,2024,1769979,ACS 1-year B01003_001E,"https://api.census.gov/data/2024/acs/acs1?get=NAME,B01003_001E&for=state:*",Annual estimate
WV,West Virginia,2025,1769979,Carry-forward from 2024 ACS,"https://api.census.gov/data/2024/acs/acs1?get=NAME,B01003_001E&for=state:*",Used for 2025 monthly normalization
WY,Wyoming,2015,586107,ACS 1-year B01003_001E,"https://api.census.gov/data/2015/acs/acs1?get=NAME,B01003_001E&for=state:*",Annual estimate
WY,Wyoming,2016,585501,ACS 1-year B01003_001E,"https://api.census.gov/data/2016/acs/acs1?get=NAME,B01003_001E&for=state:*",Annual estimate
WY,Wyoming,2017,579315,ACS 1-year B01003_001E,"https://api.census.gov/data/2017/acs/acs1?get=NAME,B01003_001E&for=state:*",Annual estimate
WY,Wyoming,2018,577737,ACS 1-year B01003_001E,"https://api.census.gov/data/2018/acs/acs1?get=NAME,B01003_001E&for=state:*",Annual estimate
WY,Wyoming,2019,578759,ACS 1-year B01003_001E,"https://api.census.gov/data/2019/acs/acs1?get=NAME,B01003_001E&for=state:*",Annual estimate
WY,Wyoming,2020,576851,2020 Census PL P1_001N,"https://api.census.gov/data/2020/dec/pl?get=NAME,P1_001N&for=state:*",Decennial census count
WY,Wyoming,2021,578803,ACS 1-year B01003_001E,"https://api.census.gov/data/2021/acs/acs1?get=NAME,B01003_001E&for=state:*",Annual estimate
WY,Wyoming,2022,581381,ACS 1-year B01003_001E,"https://api.census.gov/data/2022/acs/acs1?get=NAME,B01003_001E&for=state:*",Annual estimate
WY,Wyoming,2023,584057,ACS 1-year B01003_001E,"https://api.census.gov/data/2023/acs/acs1?get=NAME,B01003_001E&for=state:*",Annual estimate
WY,Wyoming,2024,587618,ACS 1-year B01003_001E,"https://api.census.gov/data/2024/acs/acs1?get=NAME,B01003_001E&for=state:*",Annual estimate
WY,Wyoming,2025,587618,Carry-forward from 2024 ACS,"https://api.census.gov/data/2024/acs/acs1?get=NAME,B01003_001E&for=state:*",Used for 2025 monthly normalization
